,speech,Topic,Name,Representation,Top_n_words,Probability,Representative_document,speech_id
511447,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.543391354,TRUE,1110048634
512286,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110074633
514763,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.961218429,TRUE,1110009366
517006,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110061298
517253,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.8771682,TRUE,1110003180
517362,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.841779502,TRUE,1110039188
519092,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.484108417,TRUE,1110060645
520267,Madam Speaker. I rise in support of House Resolution 492. supporting the goals and ideals of HighPerformance Building Week. and I yield myself as much time as I will consume. Madam Speaker. I rise today in support of H. Res. 492. supporting the goals and ideals of HighPerformance Building Week. I would first like to thank the Congressional HighPerformance Building Caucus cochairs. RUSS CARNAHAN and JUDY BIGGERT for their work on this important issue and for bringing awareness to the Congress and the public on the importance and benefits of highperformance buildings. This resolution declares the week of June 15 through June 19. 2009. as HighPerformance Building Week. According to the Energy Independence and Security Act of 2007. a highperformance building is defined as a building that integrates and optimizes on a lifecycle basis all major highperformance attributes including energy conservation. environment. safety. security. durability. accessibility. costbenefit productivity. sustainability. functionality. and operational considerations. It is important to focus on making our buildings highperformance buildings for many reasons. some of which are that our homes. offices. schools. and other buildings consume 40 percent of the primary energy and 70 percent of the electricity used in the United States annually. that buildings consume about 12 percent of the potable water in this country. and that construction of buildings and the related infrastructure consume approximately 60 percent of all raw materials used in the United .States economy. Madam Speaker. I could go on. but I think you get the point. There are a lot of efficiencies to be gained by focusing on highperformance buildings. and the benefits to our society are great. Again. I commend cochairs CARNAHAN and BIGGERT for their leadership and hope that my colleagues will see the value that awareness of the benefits of the highperformance buildings will bring and support this. resolution: With that. I reserve the balance of my time.,7408,7408_highperformance_buildings_bullitt_building,"['highperformance', 'buildings', 'bullitt', 'building', 'design', '492', '2866', 'bren', 'insulation', 'esbl']",highperformance - buildings - bullitt - building - design - 492 - 2866 - bren - insulation - esbl,1,TRUE,1110046750
520316,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110074740
521380,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.883162539,TRUE,1110073875
523120,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.76117031,TRUE,1110074574
524228,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.566641819,TRUE,1110039962
525942,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110063610
526182,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.89937226,TRUE,1110074449
528582,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.526924425,TRUE,1110033143
529851,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110074430
530689,Madam Speaker. I yield myself such time as I may consume. Im pleased the House is considering H. Res. 492. a resolution supporting the goals and ideals of HighPerformance Building Week. which is next week. June 15 through June 19. I would like to thank my good friend from Missouri. Congressman Russ CARNAHAN. and our colleague JUDY BIGGERT from Illinois for their leadership on this important issue and for their outstanding work as the cochairs of the HighPerformance Buildings Caucus. Buildings consume 40 percent of the energy in the United States. This. is more energy than any other sector of the economy. Deployment of highperformance buildings can reduce energy consumption and greenhouse gas emissions. As chairman of the Subcommittee on Energy and Environment of the Science and Technology Committee. I recognize the importance of energy efficiency and sustainability in the building sector. On April 28 of this year. we held a hearing entitled Pushing the Efficiency Envelope: R&D for HighPerformance Buildings. I am happy to report that we are working on legislation to address several important issues identified at this hearing. H. Res. 492 creates a greater public awareness about highperformance buildings and recognizes the need to continue research and development for innovative energyefficient technologies. I urge all Members to support H. Res. I reserve the balance of my time.,7408,7408_highperformance_buildings_bullitt_building,"['highperformance', 'buildings', 'bullitt', 'building', 'design', '492', '2866', 'bren', 'insulation', 'esbl']",highperformance - buildings - bullitt - building - design - 492 - 2866 - bren - insulation - esbl,1,TRUE,1110046749
535032,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110106492
535038,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.550778666,TRUE,1110106532
535725,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.704862137,TRUE,1110106462
536300,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110087098
537095,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.800566798,TRUE,1110106502
537208,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.881491661,TRUE,1110114609
537507,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110106582
537774,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.498159667,TRUE,1110138592
538102,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.448263241,TRUE,1110109174
538141,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.643702595,TRUE,1110106544
540306,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.916521033,TRUE,1110106423
540950,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110084257
541226,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110149631
543575,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.826249794,TRUE,1110106508
544455,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.538662664,TRUE,1110111119
544733,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.594057274,TRUE,1110113993
545074,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.77686704,TRUE,1110106564
545260,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.722991374,TRUE,1110128683
546169,Madam Speaker. I rise today to honor Grand Canyon National Park Superintendent Steve Martin. who has unselfishly given over 35 years of exceptional service to the nation as a steward of our national parks. During his years as a park ranger and superintendent. Mr. Martin has championed the mission of the National Park Service in protecting the nations many natural and cultural resources. has resolutely defended parks from degradation and harm. and has generously nurtured new generations of park employees and managers to serve as park stewards. His career encompassed exemplary service in leadership positions at Grand Teton. Denali and Gates of Arctic National Parks. and in staff positions at Yellowstone and Voyageurs National Parks. where he persistently fostered Americans deep love for their parks. In his time as superintendent of Grand Canyon National Park. Mr. Martin served as a tireless advocate for the park. its staff. and its many visitors. Through his efforts to initiate and complete extensive upgrades to the crumbling infrastructure at the Grand Canyon. he helped improve the quality of life for the Havasupai tribe and for park employees. as well as enriching the experiences of the 4.5 million people who visit the Grand Canyon each year. Mr. Martin fought to protect the South Rim of the Canyon and the Grand Canyon watershed from the toxic threat of uranium mining. which would have polluted the lifeline of the west. the Colorado River. and put at great risk the wildlife and people that call this area home. He has provided crucial leadership in establishing science as the decisive tool in policy decisions. particularly in his tenacity in demanding Colorado River flow rates that benefit the riparian ecosystem found at the heart of the Grand Canyon. Serving as the Intermountain Regional Director and the Deputy Director for the National Park Service. Mr. Martin was instrumental in preserving critical management policies which will continue to guide the National Park Service as it prepares to celebrate its centennial. Madam Speaker. it is fitting that we honor the 35 years of service that Steve Martin has given to the National Park Service. and that we recognize his passion and advocacy to protect and preserve our National Parks.,4821,4821_park_superintendent_spirtes_ranger,"['park', 'superintendent', 'spirtes', 'ranger', 'canyon', 'dale', 'tollefson', 'parks', 'nps', 'galvin']",park - superintendent - spirtes - ranger - canyon - dale - tollefson - parks - nps - galvin,1,TRUE,1110149765
547170,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110083932
547734,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110112336
548319,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110106520
548539,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.656946078,TRUE,1110106454
548575,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.032342977,TRUE,1110140489
549008,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.503161857,TRUE,1110106470
549147,Mr. President. I wish to speak for a moment about Earth Day. This is the 40th anniversary of Earth Daythe 40th Earth Day. in fact. the 22nd of April. I am speaking now because of my great admiration for the work of Senator Gaylord Nelson in establishing this Earth Day. I was reminded of it in two respects in the last week. One was getting to visit with his widow. Carrie Lee Nelson. who is a great personage herself. who made a great contribution to his career in public service and continues today to advocate for the same issues he advocated for. particularly as they relate to the environment. Also earlier this year. Don Ritchie. our Senate Historian who speaks to us on Tuesdays at the Democratic lunch each week when we get together. gave what I thought was a fitting tribute to Gaylord Nelson that I wanted to share with people. I asked permission to do that. Don Ritchie agreed that was something that was acceptable. I would like to read through this and take 2 or 3 minutes. As the Senate Historian. he recounted the facts as follows: This past weekend. the Mini Page. a syndicated childrens supplement that appears in 500 newspapers across the country. paid special tribute to a former U.S. Senator. Gaylord Nelson. for launching the first Earth Day on April 22. 1970. Five years after his death. Senator Nelson remains an icon of the environmental movement. Senator Nelson used to say he came to environmentalism by osmosis. having grown up in Clear Lake. WI. He promoted conservation as Governor of Wisconsin and. after he was elected to the Senate in 1962. he used his maiden speech to call for a comprehensive nationwide program to save the natural resources of America. He went on to compile an impressive list of legislative accomplishments. which included preserving the Appalachian Trail. banning DDT. and promoting clean air and clean water. But it was Earth Day that gave him international prominence and served as his lasting legacy. Senator Nelson worried that the United States lacked a unity of purpose to respond to the increasing threats against the environment. The problem. in his words. was how to get a nation to wake up and pay attention to the most important challenge the human species faces on the planet. Then a number of incidents converged to help him frame a solution. In 1969. a major oilspill off the coast of Santa Barbara covered miles of beaches with tar. Senator Nelson toured the area in August and was outraged by the damage the oilspill had caused. but was also impressed with the many people who rallied to clean up the mess. Flying back from California. the Senator read a magazine article about the antiVietnam War teachins that were taking place on college campuses. This inspired him to apply the same model to the environment. In September 1969. the Senator charged his staff with figuring out how to sponsor environmental teachins on college campuses nationwide. to be held on the same day the following spring. Rather than organize this effort from the top down. they believed that Earth Day would work better as a grassroots movement. They raised funds to set up an office staffed by college students. with a law student. Denis Hayes. serving as the national coordinate. They identified the week of April 19 to 25 as the ideal time for college schedules and the possibility of good spring weather. Calculating that more students were on campus on Wednesday made Wednesday. April 22. the first Earth Day. Critics of the movement pointed out that April 22 happened to be Vladimir Lenins birthday. but Senator Nelson rebutted that it was also the birthday of the first environmentalist. Saint Francis of Assisi. An astonishing success. the first Earth Day in 1970 was celebrated by some 20 million Americans on 2.000 college campuses. at 10.000 primary and secondary schools. and in hundreds of communities. Forty years later. its commemoration this week is expected to attract 500 million people in 175 countries. I will at some later point talk about the environmental legacy of one of our own Senators from New Mexico. Senator Clinton Anderson. who was one of the prime sponsors and promoters of the Wilderness Act and worked with Gaylord Nelson on many of these same environmental issues and. of course. with President Kennedy. Stewart Udall. and with President Johnson. There are many people who deserve great credit for the legacy in this country and the focus on environmental issues. and Earth Day is an appropriate time to acknowledge their contributions. Mr. President. I yield the floor.,2343,2343_earth_gaylord_nelson_environmental,"['earth', 'gaylord', 'nelson', 'environmental', '1970', 'polluted', 'planet', 'environment', 'warming', 'climate']",earth - gaylord - nelson - environmental - 1970 - polluted - planet - environment - warming - climate,1,TRUE,1110101478
549933,"Mr. President. today I rise to recognize one of our most prominent Wisconsinites. Gaylord Nelson. the founder of Earth Day. On April 22. 1970. 20 million Americans paused for a day to celebrate our planet and press for the urgent actions needed to preserve and protect it. As we observe this 40th anniversary of the first Earth Day. we once again reflect on the necessity of a clean and safe environment. celebrate the successes of the last four decades. and consider the long way we still must go to achieve the goals laid out that day. In Wisconsin. we also stop to remember and honor one of our most prominent citizens. Earth Day was born out of the passion of Gaylord Nelson. His life was one of service from the Pacific theater during World War II. to the State House as a State Senator and Governor. and to Washington. DC where he served Wisconsin as a U.S. Senator for nearly 20 years. When Gaylord came to Washington. he did so with a mission to bring environmental causes to the forefront of the national debate. He believed that the cause of environmentalism needed as much attention as national defense. For his first years in the Senate. his cause was lonely. In 1966. his bill to ban the pesticide DDT garnered no cosponsors. Gaylord knew that only with the grassroots support of regular Americans. could the environmental agenda rise to prominence. His idea for Earth Day came from the student teachins of the 1960s. but his cause inspired people across boundaries of age. race and location. This year. more than one billion people around the world will come together in the same way they did 40 years ago. In a speech on that historic day in 1970. Gaylord noted that his goal was not just one of clean air and water. but also ""an environment of decency. quality and mutual respect for all other human beings and all other living creatures."" He told the crowd that America could meet the challenge through our technology. The unanswered question was. he said. ""Are we willing?"" That question was answered with a resounding yes. That year saw the creation of the Environmental Protection Agency and the passage of the Clean Air Act. In 1972. 6 years after Gaylord Nelson stood alone on his proposed DDT ban. its use was ended. Later years would bring better protection of drinking water. emissions and efficiency standards for cars. programs to cleanup brownfields sites. and the protection and preservation of our forests. rivers. mountains and oceans. Despite that progress and I imagine Gaylord would be the first to note this we still have much work ahead of us. We must use this anniversary to commit to another environmental decade. The needs of 40 years ago cleaner water. cleaner air. more protection of our lands are still here. but the next challenge we must face is climate change. From lower lake levels. to more invasive species. the consequences of unchecked climate change could be devastating to the people of Wisconsin. Climate change isnt just a threat. it is also an opportunity. Structured correctly. the solutions to slowing climate change can also speed up our economic recovery. Remarkable research and development is happening today in Wisconsin on products for cleaner water. advanced battery technology. and using waste from farms and forests to make advanced biofuels. We have companies developing products to harness the power of the sun to replace traditional interior lighting. retrofitting heavyduty trucks into hybrids. and manufacturing energyefficient hot water heaters. In Congress. legislative work to address climate change is ongoing. With the right mixture of requirements and incentives. we can achieve a policy that reduces our dependence on foreign oil. cuts greenhouse gas emissions. lowers prices at the pump and on the electricity bill. and creates goodpaying jobs that cannot be outsourced. We do not have to choose between the environment and the economy. between jobs and solving climate change. Gaylord Nelson made this point over and over again. He once wrote that ""all economic activity depends upon the air. water. soil. forest. minerals. wetlands. rivers. lakes. oceans. wildlife habitats. and scenic beauty."" These. he said. ""are the accumulated capital resources of the nation. Take them away and what you have left is a wasteland."" On this 40th anniversary of Earth Day. while we remember the pioneering sprit of Gaylord Nelson. we must honor his legacy by turning words into action.",2343,2343_earth_gaylord_nelson_environmental,"['earth', 'gaylord', 'nelson', 'environmental', '1970', 'polluted', 'planet', 'environment', 'warming', 'climate']",earth - gaylord - nelson - environmental - 1970 - polluted - planet - environment - warming - climate,1,TRUE,1110101597
550788,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.932523495,TRUE,1110106505
551876,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110147761
552294,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.032297768,TRUE,1110112328
552766,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.893797652,TRUE,1110091735
553993,"Today. I introduced the Great Lakes Ecosystem Protection Act as cochair of the Great Lakes Task Force with Senator GEORGE VOINOVICH and several of our colleagues here in the Senate and in the House. This bill is important for our efforts to protect and restore the Great Lakes now and for future generations. The Great Lakes are vital not only to Michigan but to the nation. Roughly 110 of the U.S. population lives in the Great Lakes basin and depends daily on the lakes. The Great Lakes provide drinking water to 40 million people in the U.S. and Canada. They provide the largest recreational resource for their 8 neighboring States. They form the largest body of freshwater in the world. containing roughly 18 percent of the worlds total. Only the polar ice caps contain more freshwater. They are critical for our economy by helping move natural resources to the factory and to move products to market. While the environmental protections that were put in place in the early 1970s have helped the Great Lakes make strides toward recovery. a 2003 GAO report made clear that there is much work still to do. That report stated: ""Despite early success in improving conditions in the Great Lakes Basin. significant environmental challenges remain. including increased threats from invasive species and cleanup of areas contaminated with toxic substances that pose human health threats."" More recently. many scientists reported that the Great Lakes are exhibiting signs of stress due to a combination of sources. including toxic contaminants. invasive species. nutrient loading. shoreline and upland land use changes. and hydrologic modifications. A 2005 report from a group of Great Lakes scientific experts states that ""historical sources of stress have combined with new ones to reach a tipping point. the point at which ecosystemlevel changes occur rapidly and unexpectedly. confounding the traditional relationships between sources of stress and the expected ecosystem response."" Asian carp represents a massive threat and a number of important actions are required to deal with it. The zebra mussel. an aquatic invasive species. caused $3 billion in economic damage to the Great Lakes from 1993 to 2003. In 2000. 7 people died after pathogens entered the Walkerton. Ontario drinking water supply from the lakes. In May of 2004. more than 10 billion gallons of raw sewage and storm water were dumped into the Great Lakes. In that same year. more than 1.850 beach closures in the Great Lakes. Each summer. Lake Erie develops a 6.300 square mile dead zone. There is no appreciable natural reproduction of lake trout in the lower four lakes. More than half of the Great Lakes regions original wetlands have been lost. along with 60 percent of the native forests. Wildlife habitat has been destroyed. diminishing opportunities necessary for fishing. hunting and other forms of outdoor recreation. These problems have been well known for several years. and this bill is an effort to address those problems. First. the bill authorizes the Presidents Great Lakes Restoration Initiative. a multiagency effort. which provides the needed federal funds to federal programs as well as nonfederal partners through grants. Building on past success. there are a number of programs that need to be authorized and reauthorized in federal law. For instance. the bill authorizes the Great Lakes Interagency Task Force. established by Executive Order in 2004. so that the many federal agencies operating in the Great Lakes will coordinate with each other. Restoring the Great Lakes involves many stakeholders including the Federal Government. states. cities. tribes and others. and Congress needs to be sure that the Federal agency efforts are in order. The bill also reauthorizes and expands the Great Lakes Legacy program which has been extremely successful and has cleaned up about 900.000 cubic yards of contaminated sediments at Areas of Concern throughout the Great Lakes. This is a partnership program which requires a nonfederal costshare to address the legacy of contaminated sediment in our region. The Legacy program expires at the end of 2010. The bill reauthorizes the EPAs Great Lakes National Program Office which has been and will continue to be a key to moving forward with Great Lakes protection and restoration. This office has been the lead in renegotiating the Great Lakes Water Quality Agreement. implementing the Great Lakes Legacy program. and implementing its own grant program. Finally. the Great Lakes region needs a process for advising the EPA and other Federal agencies on Great Lakes matters. While there have been various advisory groups that have been pulled together over the years. there has never been a standing advisory entity. and that has been a gap in the governance and management of the Great Lakes. This bill authorizes a new advisory group to provide expertise to the EPA on goals and priorities for Great Lakes restoration and protection. The Great Lakes are a unique American treasure. We are but their temporary stewards. We must be good stewards by doing all we can to ensure that the Federal Government meets its ongoing obligation to protect and restore the Great Lakes. By Mr. BAUCUS (for himself and Mr. TESTER):",595,595_lakes_lake_freshwater_sediment,"['lakes', 'lake', 'freshwater', 'sediment', 'great', 'restoration', 'basin', 'water', 'fresh', 'invasive']",lakes - lake - freshwater - sediment - great - restoration - basin - water - fresh - invasive,0.799555516,TRUE,1110086400
554843,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.826221192,TRUE,1110114670
557038,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,1,TRUE,1110106478
557306,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.913550273,TRUE,1110083866
558668,I object.,110,110_object_willyield_joking_momentarily,"['object', 'willyield', 'joking', 'momentarily', 'sword', 'reluctantly', 'temporarily', 'dam', 'urging', 'regret']",object - willyield - joking - momentarily - sword - reluctantly - temporarily - dam - urging - regret,0.967748052,TRUE,1110124420
